property_id,property_type,bhk,bathrooms,balcony,floor_number,total_floors,area_sqft,property_age,furnished_status,parking_availability,city,area,locality,pincode,hospital_distance_km,school_distance_km,metro_distance_km,mall_distance_km,airport_distance_km,population_density,crime_index,infrastructure_growth_score,price
10254,Villa,3,3,0.0,0,4,1116,11,Semi Furnished,Yes,Bangalore,Central,Whitefield,472530,2.8,1.4,6.6,8.2,25.8,2818,,47.3,18943000.0
10255,Plot,2,2,3.0,4,24,884,0,Semi Furnished,Yes,Noida,North,Greater Noida,189473,8.1,4.3,0.1,0.1,40.3,5020,33.7,55.2,7316000.0
10256,Villa,3,3,3.0,5,19,1214,4,Fully Furnished,Yes,Mumbai,South,Andheri,432473,1.9,1.8,2.7,13.5,32.1,22767,49.0,41.9,50253000.0
10257,Villa,5,5,,15,15,1685,0,Unfurnished,No,Chennai,North,Nungambakkam,687180,0.7,0.8,0.4,12.9,19.6,6053,54.2,60.2,34840000.0
10258,Apartment,1,1,2.0,17,29,813,0,Semi Furnished,No,Hyderabad,East,Jubilee Hills,840011,5.1,0.6,0.5,9.4,21.0,3508,31.8,52.9,12026000.0
10259,Apartment,5,6,2.0,20,27,1673,5,Unfurnished,Yes,Jaipur,South,Vaishali Nagar,577165,3.0,4.5,0.1,13.2,21.6,8586,31.7,41.5,12691000.0
10260,Penthouse,1,1,2.0,0,1,670,0,Semi Furnished,No,Mumbai,East,Juhu,633733,2.9,0.7,5.2,12.0,31.4,21597,40.6,82.7,32550000.0
10261,Apartment,3,3,1.0,1,15,1220,14,Semi Furnished,No,Kolkata,North,Howrah,552900,4.5,0.7,0.6,1.0,19.3,24343,68.7,51.0,7710000.0
10262,Apartment,3,3,2.0,3,11,1315,0,Fully Furnished,No,Kolkata,West,New Town,724773,4.3,1.5,7.8,0.3,25.0,23231,30.9,30.8,9963000.0
10263,Villa,2,2,1.0,5,7,957,5,Fully Furnished,Yes,Pune,Central,Hadapsar,384826,,4.5,5.0,2.7,4.9,6192,57.5,76.0,16460000.0
10264,Apartment,3,3,1.0,14,16,1127,4,Fully Furnished,Yes,Noida,West,Sector 18,794081,2.8,0.2,0.4,11.1,34.5,4799,38.5,74.5,15308000.0
10265,Apartment,4,4,2.0,0,1,1347,2,Fully Furnished,No,Ahmedabad,South,Prahlad Nagar,229333,9.6,1.5,0.6,2.7,15.0,6161,59.2,50.9,10397000.0
10266,Apartment,2,2,1.0,4,27,912,6,Unfurnished,Yes,Mumbai,South,Borivali,474583,0.9,1.7,9.0,4.2,33.3,22951,,90.7,21571000.0
10267,Apartment,1,1,0.0,6,22,562,0,Fully Furnished,Yes,Hyderabad,South,Jubilee Hills,963969,1.3,1.1,3.1,1.9,57.9,3727,45.9,57.4,6766000.0
10268,Apartment,3,3,3.0,10,28,1201,1,Unfurnished,Yes,Bangalore,North,Indiranagar,449644,3.4,0.1,1.3,6.5,26.1,4013,82.0,52.7,15273000.0
10269,Plot,3,3,0.0,3,27,1173,11,Semi Furnished,Yes,Bangalore,Central,Indiranagar,712460,9.4,0.9,12.4,3.9,30.4,4554,18.4,31.6,8005000.0
10270,Apartment,5,4,3.0,5,40,1691,8,Semi Furnished,No,Hyderabad,North,Jubilee Hills,337846,0.2,2.2,6.3,0.1,29.6,4644,50.9,53.8,16354000.0
10271,Apartment,2,2,1.0,0,39,757,1,Unfurnished,No,Bangalore,West,Koramangala,917941,7.8,2.2,5.3,4.3,7.1,3834,,67.8,8404000.0
10272,Apartment,4,4,1.0,3,26,1507,5,Fully Furnished,Yes,Bangalore,Central,Indiranagar,736866,2.6,0.1,2.4,1.4,12.3,3025,33.0,92.7,22996000.0
10273,Apartment,3,3,0.0,9,16,1060,7,Unfurnished,Yes,Noida,South,Sector 137,899420,6.5,8.6,1.9,2.3,22.0,4452,20.4,30.4,9705000.0
10274,Plot,2,2,1.0,5,8,799,17,Unfurnished,Yes,Mumbai,East,Andheri,651678,1.9,1.1,0.9,2.8,3.0,19751,20.9,70.8,12749000.0
10275,Apartment,5,6,2.0,8,9,1488,4,Semi Furnished,No,Noida,North,Sector 137,337492,3.2,1.6,1.1,3.4,32.6,5624,76.6,76.2,15801000.0
10276,Penthouse,2,1,3.0,17,29,851,7,Semi Furnished,Yes,Hyderabad,East,Banjara Hills,865224,2.1,0.2,6.0,2.5,39.3,1328,43.5,68.2,18732000.0
10277,Apartment,3,3,2.0,23,31,1162,3,Unfurnished,Yes,Pune,West,Wakad,286962,3.2,3.2,0.2,9.3,16.4,5498,64.8,80.1,14278000.0
10278,Independent House,4,4,1.0,14,33,1391,6,Semi Furnished,No,Ahmedabad,East,Prahlad Nagar,208585,1.5,3.7,5.0,5.1,14.5,6731,27.2,62.5,13536000.0
10279,Apartment,3,3,1.0,20,30,1205,2,Fully Furnished,Yes,Bangalore,West,Koramangala,322092,3.0,1.7,5.9,1.6,40.0,5346,11.4,,19606000.0
10280,Apartment,3,2,0.0,28,35,1252,4,Unfurnished,Yes,Bangalore,West,Electronic City,734394,5.8,2.5,2.7,0.7,21.8,5333,32.0,44.3,17872000.0
10281,Apartment,3,3,,16,19,1258,6,Fully Furnished,Yes,Bangalore,West,Electronic City,565340,0.8,4.2,0.9,3.8,16.9,4185,38.7,21.1,18080000.0
10282,Villa,2,1,0.0,17,40,879,15,Semi Furnished,No,Bangalore,North,Electronic City,963049,4.9,0.7,3.4,11.0,29.8,4127,86.1,57.1,15352000.0
10283,Apartment,3,2,1.0,25,33,1138,10,Fully Furnished,Yes,Noida,South,Sector 137,625899,4.3,0.5,0.1,0.7,33.7,6491,32.8,54.5,14433000.0
10284,Apartment,4,4,2.0,23,27,1389,13,Semi Furnished,No,Ahmedabad,West,Maninagar,879050,0.4,0.2,3.1,2.4,39.5,4894,47.1,22.5,8765000.0
10285,Independent House,3,3,1.0,7,25,1116,4,Semi Furnished,No,Mumbai,North,Borivali,260567,2.5,3.5,7.9,0.3,37.9,20260,48.5,37.7,32031000.0
10286,Apartment,5,6,1.0,2,13,1811,5,Semi Furnished,Yes,Mumbai,East,Navi Mumbai,442312,2.4,2.8,0.4,0.8,37.0,20002,1.7,54.7,50815000.0
10287,Apartment,3,2,1.0,0,25,1174,2,Semi Furnished,Yes,Bangalore,North,Koramangala,313552,0.3,0.7,1.0,2.8,1.0,4296,52.9,85.3,18769000.0
10288,Independent House,3,3,1.0,5,10,1190,4,Semi Furnished,No,Mumbai,West,Thane,919575,,1.0,9.8,2.9,12.2,20868,32.3,46.5,35895000.0
10289,Apartment,3,2,0.0,1,4,1204,7,Fully Furnished,No,Pune,South,Kothrud,722412,0.4,7.6,9.5,12.0,10.9,4259,57.4,82.8,10813000.0
10290,Independent House,2,2,2.0,8,37,997,4,Semi Furnished,Yes,Mumbai,East,Powai,350644,1.4,1.6,3.1,0.6,39.5,21967,48.4,75.7,32559000.0
10291,Apartment,4,4,2.0,3,40,1381,5,Semi Furnished,No,Chennai,Central,OMR,850032,0.8,3.4,,5.3,39.2,8468,68.0,66.2,14810000.0
10292,Apartment,4,4,1.0,4,38,1440,9,Semi Furnished,Yes,Mumbai,North,Thane,180748,0.1,0.9,0.5,0.3,31.7,21155,66.8,44.3,33018000.0
10293,Apartment,4,4,2.0,8,27,1447,5,Fully Furnished,Yes,Bangalore,Central,Indiranagar,677857,0.4,0.4,1.2,4.7,21.5,4250,53.0,73.6,24339000.0
10294,Plot,3,3,1.0,8,38,1025,4,Unfurnished,Yes,Pune,East,Wakad,165511,2.4,0.7,3.2,8.9,25.2,6095,36.7,51.7,7175000.0
10295,Plot,4,4,3.0,9,17,1360,29,Unfurnished,No,Hyderabad,North,HITEC City,217061,3.0,1.8,10.9,9.8,6.6,2211,65.2,100.0,8540000.0
10296,Penthouse,3,3,1.0,5,6,1136,0,Semi Furnished,Yes,Noida,North,Sector 62,470977,5.2,0.1,3.2,1.1,43.5,5970,8.3,53.8,25503000.0
10297,Apartment,3,3,2.0,14,23,1229,14,Unfurnished,Yes,Jaipur,North,Jagatpura,687073,2.7,8.6,1.0,6.1,17.4,5086,70.5,66.9,8145000.0
10298,Independent House,4,4,1.0,3,36,1679,1,Fully Furnished,Yes,Bangalore,East,HSR Layout,445431,2.8,0.3,14.0,22.4,16.8,3847,0.0,53.4,29530000.0
10299,Apartment,3,3,1.0,16,36,1115,5,Semi Furnished,Yes,Mumbai,Central,Bandra,949021,2.4,0.3,6.0,5.2,31.3,21226,45.8,55.4,24592000.0
10300,Apartment,3,3,2.0,15,16,1111,6,Unfurnished,No,Jaipur,South,Mansarovar,533534,0.8,3.3,7.0,2.3,40.9,8306,49.9,78.6,7058000.0
10301,Independent House,2,2,1.0,3,14,935,4,Semi Furnished,Yes,Jaipur,East,Malviya Nagar,391670,2.4,0.1,7.8,8.8,31.8,6276,38.0,49.5,7199000.0
10302,Apartment,5,5,2.0,20,39,1511,1,Unfurnished,Yes,Ahmedabad,Central,Satellite,348596,4.6,3.2,5.5,13.1,20.5,7210,55.1,56.8,10878000.0
10303,Apartment,2,1,1.0,3,3,757,17,Semi Furnished,No,Mumbai,North,Borivali,694129,6.1,5.7,2.6,4.4,1.6,20921,44.1,53.9,14688000.0
10304,Apartment,2,3,1.0,3,8,889,0,Unfurnished,Yes,Noida,West,Greater Noida,405369,,1.4,0.7,2.4,5.9,6728,56.7,63.1,8986000.0
10305,Independent House,2,2,1.0,4,4,856,25,Semi Furnished,Yes,Delhi,Central,Vasant Kunj,917525,4.5,2.3,5.4,5.5,24.0,12192,33.1,56.3,12542000.0
10306,Apartment,3,3,3.0,6,16,1239,1,Fully Furnished,Yes,Kolkata,Central,New Town,462192,2.3,2.9,2.9,4.0,25.2,25036,,49.5,9496000.0
10307,Apartment,2,2,2.0,9,18,870,8,Fully Furnished,Yes,Jaipur,West,C-Scheme,616466,13.3,2.2,0.8,0.4,36.1,6076,45.4,40.1,5688000.0
10308,Penthouse,3,3,1.0,0,2,1045,2,Fully Furnished,Yes,Delhi,North,Vasant Kunj,234582,3.8,2.1,5.3,5.4,14.2,11410,57.0,48.5,30263000.0
10309,Apartment,2,3,1.0,15,30,818,3,Semi Furnished,No,Jaipur,Central,Vaishali Nagar,297747,2.8,0.1,1.9,1.3,25.4,4774,39.6,68.7,6496000.0
10310,Apartment,3,3,2.0,7,29,1245,2,Unfurnished,No,Bangalore,West,HSR Layout,528499,5.0,0.1,0.3,4.5,13.3,3231,57.9,50.5,18186000.0
10311,Villa,2,2,2.0,25,25,841,3,Unfurnished,Yes,Noida,Central,Sector 50,925402,2.6,2.6,2.7,2.8,26.7,7134,44.9,71.9,16392000.0
10312,Independent House,2,3,2.0,3,7,872,6,Semi Furnished,No,Delhi,South,Lajpat Nagar,544796,1.3,0.8,1.9,4.5,28.1,9017,35.3,76.2,19254000.0
10313,Apartment,4,4,2.0,1,2,1375,10,Semi Furnished,No,Noida,Central,Sector 137,742355,4.4,1.3,5.1,5.6,34.3,6731,49.6,70.8,10640000.0
10314,Villa,2,1,3.0,15,32,853,1,Unfurnished,Yes,Mumbai,South,Powai,274971,0.5,1.1,0.1,5.6,21.7,19029,26.0,55.7,40686000.0
10315,Apartment,2,2,1.0,8,8,924,12,Unfurnished,No,Kolkata,West,Behala,608378,17.6,2.6,0.8,1.8,9.1,23696,24.7,34.3,6799000.0
10316,Apartment,5,4,3.0,18,24,1791,29,Semi Furnished,Yes,Chennai,Central,Velachery,363949,1.6,3.8,4.0,1.5,18.9,5619,50.3,37.4,14934000.0
10317,Apartment,2,2,2.0,7,29,944,8,Fully Furnished,Yes,Hyderabad,South,Banjara Hills,493250,0.3,0.3,7.3,0.1,34.2,1222,52.1,82.1,11393000.0
10318,Apartment,2,2,2.0,3,19,965,3,Unfurnished,Yes,Delhi,North,Saket,219931,7.2,1.7,1.8,1.1,41.2,10736,35.4,69.8,17061000.0
10319,Apartment,2,2,3.0,3,5,822,3,Fully Furnished,No,Kolkata,Central,Rajarhat,858676,1.2,0.6,1.1,1.3,18.1,22370,38.7,26.9,7227000.0
10320,Plot,2,2,1.0,11,14,929,17,Semi Furnished,Yes,Delhi,South,Lajpat Nagar,327216,13.0,0.3,1.7,1.9,9.3,11567,66.2,51.6,8754000.0
10321,Independent House,2,3,2.0,3,12,1009,12,Semi Furnished,No,Chennai,Central,Anna Nagar,528750,0.1,2.5,4.1,7.6,27.1,5958,64.7,46.0,10241000.0
10322,Penthouse,4,5,2.0,2,5,1381,33,Unfurnished,Yes,Delhi,West,Dwarka,273118,6.6,0.8,4.4,20.3,18.0,12318,41.4,58.1,26971000.0
10323,Villa,2,2,3.0,32,34,899,9,Fully Furnished,Yes,Noida,Central,Sector 62,793229,0.3,1.1,7.5,5.4,24.2,4722,51.6,61.4,14156000.0
10324,Apartment,2,2,,10,16,961,2,Semi Furnished,Yes,Mumbai,North,Thane,348307,0.9,1.6,1.7,2.2,7.2,21274,3.0,55.8,28077000.0
10325,Apartment,4,5,1.0,11,19,1522,13,Unfurnished,No,Delhi,Central,Saket,260222,2.4,0.3,13.8,11.0,1.0,9131,38.3,45.9,17400000.0
10326,Plot,3,3,1.0,10,11,1244,2,Semi Furnished,Yes,Delhi,North,Lajpat Nagar,859556,8.2,2.2,8.1,6.4,20.4,10362,47.0,59.9,13065000.0
10327,Villa,2,2,3.0,30,39,798,0,Semi Furnished,No,Bangalore,East,Indiranagar,180324,14.5,3.8,1.7,11.5,24.1,5872,56.6,66.6,25317000.0
10328,Penthouse,3,3,2.0,1,11,1176,11,Semi Furnished,No,Delhi,East,Dwarka,933911,3.1,1.5,3.3,8.9,22.7,9146,45.7,67.3,32748000.0
10329,Apartment,1,1,1.0,5,21,601,6,Semi Furnished,Yes,Hyderabad,East,Banjara Hills,153335,13.6,3.3,4.7,10.7,13.7,4434,50.6,34.6,5190000.0
10330,Apartment,3,3,2.0,7,29,1124,7,Fully Furnished,Yes,Jaipur,North,Vaishali Nagar,398806,1.7,1.3,5.5,18.2,7.1,5502,19.5,78.1,8143000.0
10331,Apartment,3,3,1.0,9,40,1045,2,Fully Furnished,Yes,Kolkata,South,Rajarhat,704976,2.0,1.9,3.5,4.5,46.9,23609,76.4,52.1,8953000.0
10332,Apartment,5,5,2.0,28,39,1628,0,Unfurnished,No,Chennai,South,OMR,486774,,2.1,0.7,1.1,6.1,7561,80.3,46.5,21867000.0
10333,Apartment,2,2,1.0,1,16,831,5,Semi Furnished,Yes,Mumbai,Central,Juhu,316389,1.8,0.5,6.4,6.8,41.0,22215,44.6,69.7,19300000.0
10334,Apartment,4,4,,13,28,1387,10,Semi Furnished,Yes,Kolkata,Central,Salt Lake,427789,0.2,5.9,1.1,3.4,20.1,24231,56.6,69.3,11166000.0
10335,Villa,2,1,2.0,27,38,939,15,Semi Furnished,Yes,Delhi,East,Pitampura,995018,1.6,7.4,8.0,3.8,36.9,9090,54.9,47.6,19615000.0
10336,Apartment,3,3,1.0,1,31,1172,19,Unfurnished,Yes,Ahmedabad,West,Satellite,327224,4.8,0.9,3.9,5.9,28.9,5863,19.8,50.2,5570000.0
10337,Apartment,2,2,1.0,6,24,970,11,Fully Furnished,No,Delhi,South,Pitampura,377293,1.0,3.7,7.0,5.8,17.9,12443,37.5,73.9,15225000.0
10338,Independent House,3,3,2.0,10,18,1111,4,Semi Furnished,No,Bangalore,East,Koramangala,863607,1.3,0.1,6.9,21.1,21.3,4448,34.3,41.4,19042000.0
10339,Apartment,3,3,3.0,8,33,1014,2,Semi Furnished,Yes,Bangalore,West,Indiranagar,268083,1.9,2.0,12.6,1.3,19.4,3186,29.7,62.2,13767000.0
10340,Villa,5,4,3.0,12,27,1777,2,Semi Furnished,Yes,Jaipur,Central,Malviya Nagar,324769,3.6,3.0,3.0,3.6,24.5,5318,13.1,52.4,23352000.0
10341,Apartment,4,3,3.0,14,18,1443,5,Semi Furnished,Yes,Mumbai,South,Powai,881477,1.7,0.7,2.5,0.2,47.5,22486,63.8,56.8,34569000.0
10342,Plot,3,3,3.0,2,3,1197,2,Semi Furnished,Yes,Chennai,North,OMR,474225,4.7,2.8,6.4,3.8,20.6,7280,47.9,,7632000.0
10343,Villa,2,2,2.0,1,14,943,5,Semi Furnished,No,Mumbai,North,Worli,798970,0.9,1.1,0.4,0.1,34.3,20083,34.9,42.0,37235000.0
10344,Plot,3,4,2.0,16,27,1170,9,Semi Furnished,Yes,Kolkata,East,Behala,523374,0.1,1.4,4.5,17.8,25.8,23928,36.1,47.7,5800000.0
10345,Apartment,4,4,1.0,18,32,1479,0,Semi Furnished,Yes,Jaipur,South,Jagatpura,737493,1.4,5.8,5.3,1.4,9.9,7983,38.0,57.2,11601000.0
10346,Apartment,1,1,1.0,23,24,597,4,Fully Furnished,No,Bangalore,East,Indiranagar,236819,0.4,0.1,15.4,11.7,28.2,4894,24.0,45.2,9163000.0
10347,Apartment,3,4,1.0,0,34,1213,7,Unfurnished,No,Hyderabad,South,Banjara Hills,945587,0.1,0.5,1.3,3.2,29.3,2160,77.7,48.2,11381000.0
10348,Apartment,1,1,2.0,6,16,678,16,Fully Furnished,Yes,Noida,Central,Sector 137,459719,2.2,1.9,0.4,13.7,23.2,6800,53.9,46.1,5763000.0
10349,Apartment,2,2,1.0,0,32,910,10,Fully Furnished,Yes,Chennai,South,OMR,946891,3.3,5.5,11.9,9.3,19.0,7429,49.4,48.5,7622000.0
10350,Villa,2,2,1.0,9,10,860,6,Semi Furnished,Yes,Hyderabad,East,Banjara Hills,542406,0.7,6.1,8.3,0.7,32.0,4386,22.7,58.0,15008000.0
10351,Apartment,5,4,2.0,1,14,1670,9,Semi Furnished,Yes,Chennai,North,OMR,326040,1.2,3.1,0.8,5.0,29.1,6705,43.9,37.7,15054000.0
10352,Villa,2,1,2.0,6,18,883,3,Semi Furnished,Yes,Kolkata,East,Behala,276277,3.0,1.3,1.4,1.2,33.5,24498,58.3,74.3,13752000.0
10353,Independent House,2,2,1.0,21,25,968,0,Unfurnished,No,Mumbai,East,Borivali,340441,1.1,0.7,1.6,16.5,26.9,22036,45.9,23.0,29953000.0
10354,Villa,5,5,1.0,19,31,1613,7,Semi Furnished,Yes,Ahmedabad,Central,Bopal,407374,3.6,0.3,0.4,6.5,35.3,4770,48.7,61.4,22756000.0
10355,Apartment,3,3,3.0,2,6,1067,5,Semi Furnished,No,Bangalore,South,Whitefield,354518,6.3,1.0,5.9,0.2,31.0,5399,25.4,71.5,14731000.0
10356,Penthouse,3,3,2.0,1,3,1195,12,Fully Furnished,No,Mumbai,West,Bandra,319517,0.2,1.4,3.7,2.3,30.4,22506,48.5,76.7,56266000.0
10357,Apartment,2,2,2.0,3,32,1068,1,Fully Furnished,No,Ahmedabad,North,SG Highway,191740,1.2,0.6,15.6,11.7,39.6,5173,53.1,38.5,6982000.0
10358,Apartment,3,3,2.0,18,31,1170,23,Unfurnished,Yes,Bangalore,West,Indiranagar,360593,0.1,3.7,2.6,12.1,21.9,4587,89.7,36.3,10025000.0
10359,Independent House,1,1,1.0,17,25,638,14,Semi Furnished,Yes,Mumbai,Central,Worli,932753,16.0,1.6,2.2,6.8,2.8,19479,64.6,64.9,18024000.0
10360,Apartment,3,4,2.0,32,37,1293,11,Semi Furnished,Yes,Pune,South,Wakad,403256,0.1,0.9,1.4,4.0,34.8,4068,24.5,44.2,14506000.0
10361,Independent House,3,4,1.0,2,3,1186,4,Fully Furnished,Yes,Jaipur,Central,Malviya Nagar,223321,1.4,0.2,1.0,0.7,13.2,5546,27.9,45.5,12352000.0
10362,Apartment,3,4,0.0,7,16,1138,2,Fully Furnished,Yes,Jaipur,South,Jagatpura,681237,1.6,5.6,4.3,6.0,11.7,7523,56.7,75.9,7891000.0
10363,Apartment,3,3,2.0,13,19,1287,13,Semi Furnished,Yes,Noida,South,Sector 18,687753,7.4,1.2,2.5,1.2,32.5,5168,35.0,29.4,11205000.0
10364,Apartment,4,4,1.0,16,25,1340,3,Fully Furnished,Yes,Jaipur,South,Vaishali Nagar,236339,0.7,1.4,1.8,2.8,8.9,7613,15.8,44.6,10743000.0
10365,Apartment,3,3,1.0,1,22,1123,5,Fully Furnished,Yes,Mumbai,East,Powai,367773,4.3,2.7,0.5,0.4,41.9,20844,60.6,35.3,28349000.0
10366,Apartment,3,3,2.0,2,5,1177,2,Fully Furnished,No,Bangalore,East,Whitefield,479111,3.4,3.2,0.2,1.4,18.1,3045,58.5,68.2,18665000.0
10367,Apartment,2,2,,23,33,1126,6,Semi Furnished,Yes,Ahmedabad,South,Satellite,721168,3.3,0.7,1.1,5.8,44.0,6379,55.8,78.4,11446000.0
10368,Independent House,4,4,,26,38,1325,7,Semi Furnished,Yes,Bangalore,Central,Koramangala,562199,0.1,3.0,1.5,0.4,10.2,5426,30.6,64.3,31119000.0
10369,Independent House,2,2,2.0,16,37,809,0,Semi Furnished,Yes,Pune,East,Hadapsar,816954,6.5,0.6,2.2,4.3,26.9,7062,14.7,53.6,14114000.0
10370,Independent House,3,2,2.0,7,22,1168,1,Fully Furnished,Yes,Pune,North,Baner,250168,8.3,0.8,6.9,7.8,14.1,7701,52.7,70.2,15811000.0
10371,Independent House,2,2,1.0,16,30,1019,7,Fully Furnished,Yes,Bangalore,South,HSR Layout,525710,1.8,5.9,5.2,0.5,15.8,6289,19.9,61.6,20255000.0
10372,Apartment,4,4,0.0,5,13,1472,12,Unfurnished,Yes,Jaipur,East,Mansarovar,556110,5.0,3.3,6.3,0.2,44.2,8598,63.2,42.1,7198000.0
10373,Plot,4,4,2.0,2,16,1346,13,Unfurnished,Yes,Hyderabad,West,HITEC City,540815,6.0,1.3,2.7,0.9,15.2,2551,51.2,38.4,8179000.0
10374,Apartment,2,2,2.0,18,19,808,2,Fully Furnished,Yes,Hyderabad,South,Gachibowli,766891,0.1,0.3,3.8,1.7,31.5,2058,16.7,55.7,12411000.0
10375,Apartment,3,2,1.0,8,17,1097,11,Semi Furnished,No,Noida,Central,Sector 50,394801,2.2,1.9,3.6,0.5,6.1,4424,42.9,53.1,9474000.0
10376,Independent House,2,1,2.0,3,30,908,2,Semi Furnished,Yes,Hyderabad,Central,Gachibowli,636660,1.6,1.6,1.5,7.4,29.5,5056,57.0,42.2,12916000.0
10377,Apartment,1,1,2.0,11,37,675,6,Semi Furnished,Yes,Delhi,Central,Dwarka,241618,5.5,0.6,6.3,0.1,3.9,10034,84.0,71.9,9605000.0
10378,Independent House,4,5,2.0,22,22,1380,2,Semi Furnished,Yes,Hyderabad,Central,Madhapur,588234,1.6,0.3,0.8,1.2,11.9,1931,65.7,69.1,25915000.0
10379,Apartment,2,2,2.0,9,11,878,10,Unfurnished,No,Ahmedabad,North,Bopal,186814,,0.3,10.6,6.1,22.1,4746,27.5,61.2,5552000.0
10380,Apartment,2,2,1.0,20,24,878,21,Unfurnished,Yes,Ahmedabad,East,Prahlad Nagar,329265,0.5,1.7,1.4,1.3,30.7,4400,55.7,73.7,5522000.0
10381,Apartment,3,3,1.0,12,20,1198,22,Semi Furnished,No,Ahmedabad,East,Satellite,568393,3.6,2.3,2.8,2.1,26.8,4998,38.8,44.8,7186000.0
10382,Apartment,4,4,1.0,6,15,1427,0,Semi Furnished,Yes,Kolkata,East,Salt Lake,322931,2.9,0.8,16.2,6.7,23.9,24850,36.9,72.3,11435000.0
10383,Plot,2,3,2.0,16,19,949,17,Unfurnished,No,Delhi,North,Lajpat Nagar,933674,0.9,0.3,0.5,0.1,15.2,9738,51.2,79.3,11038000.0
10384,Penthouse,2,2,2.0,11,25,927,7,Fully Furnished,Yes,Jaipur,East,Vaishali Nagar,399074,0.1,1.4,1.5,0.2,44.6,5430,39.0,,13147000.0
10385,Apartment,1,1,2.0,10,30,500,2,Semi Furnished,No,Jaipur,North,Malviya Nagar,977127,1.5,0.3,10.1,7.0,13.3,7410,40.0,29.3,3208000.0
10386,Apartment,1,1,,0,17,650,5,Unfurnished,Yes,Delhi,South,Vasant Kunj,728264,2.4,0.1,1.5,5.6,30.9,11719,36.8,64.6,11071000.0
10387,Apartment,2,3,2.0,3,32,846,1,Unfurnished,No,Mumbai,West,Powai,737362,8.7,2.1,7.0,12.6,36.4,22191,13.1,67.0,18567000.0
10388,Independent House,5,5,1.0,3,21,1776,21,Fully Furnished,No,Noida,Central,Sector 18,672213,0.7,0.1,3.6,5.2,35.4,5570,49.4,69.5,15871000.0
10389,Apartment,2,2,1.0,26,26,808,8,Fully Furnished,Yes,Jaipur,East,Malviya Nagar,568413,0.5,0.5,1.7,0.6,12.9,6162,28.2,55.2,7156000.0
10390,Plot,3,2,,8,30,997,17,Unfurnished,No,Jaipur,West,Vaishali Nagar,895627,0.4,1.3,6.3,12.1,31.1,8121,48.7,41.3,3031000.0
10391,Villa,4,4,1.0,7,7,1463,0,Semi Furnished,Yes,Jaipur,East,Mansarovar,897522,0.7,3.5,1.2,1.1,23.9,6960,31.8,49.8,17590000.0
10392,Plot,3,3,,5,13,1169,13,Fully Furnished,Yes,Chennai,South,Adyar,846905,1.8,1.7,4.3,2.5,23.2,7771,53.1,39.8,7263000.0
10393,Villa,1,1,1.0,7,9,661,4,Fully Furnished,No,Pune,South,Hinjewadi,424314,0.9,0.1,3.9,0.2,34.6,6955,45.5,68.0,11948000.0
10394,Villa,3,4,2.0,6,17,1182,1,Fully Furnished,Yes,Chennai,South,Adyar,578926,0.2,0.2,5.3,0.9,27.6,7732,13.4,28.7,20320000.0
10395,Villa,4,4,1.0,9,9,1392,0,Semi Furnished,No,Mumbai,South,Worli,855902,5.5,1.7,0.7,0.7,46.6,20128,34.8,47.5,67750000.0
10396,Independent House,2,2,1.0,1,14,863,4,Semi Furnished,Yes,Kolkata,North,Salt Lake,803634,8.4,4.1,5.0,2.0,20.9,23842,64.3,47.9,7256000.0
10397,Independent House,2,2,0.0,34,35,913,50,Semi Furnished,No,Hyderabad,North,HITEC City,902915,1.1,0.5,6.2,19.0,19.3,3375,36.4,34.4,10362000.0
10398,Villa,2,2,1.0,32,33,815,7,Fully Furnished,No,Pune,South,Hadapsar,369421,1.3,0.3,4.8,4.4,43.2,7554,62.3,50.0,14796000.0
10399,Villa,3,3,0.0,25,32,1268,1,Semi Furnished,Yes,Hyderabad,South,HITEC City,797301,2.1,2.6,11.0,2.8,36.1,4662,34.2,41.2,24176000.0
10400,Plot,2,3,2.0,6,6,847,0,Fully Furnished,Yes,Hyderabad,East,Madhapur,879077,2.3,3.4,3.0,7.0,22.6,1154,65.6,51.1,6637000.0
10401,Plot,3,3,,30,30,1052,4,Fully Furnished,Yes,Delhi,South,Dwarka,529508,2.1,8.3,6.9,2.1,9.0,11978,25.0,45.1,14216000.0
10402,Villa,3,3,1.0,10,16,1181,9,Unfurnished,No,Delhi,East,Lajpat Nagar,323653,2.5,0.2,0.6,2.8,21.8,12896,31.0,41.7,30728000.0
10403,Apartment,3,3,2.0,1,5,1083,2,Unfurnished,Yes,Mumbai,Central,Powai,941682,1.0,0.6,1.6,9.8,17.2,19456,23.6,73.0,29508000.0
10404,Apartment,3,3,3.0,2,5,1245,0,Fully Furnished,No,Delhi,South,Saket,171149,,0.2,3.5,1.4,30.3,11445,43.6,81.3,23511000.0
10405,Plot,2,1,2.0,3,4,740,3,Semi Furnished,Yes,Noida,East,Sector 18,501466,0.5,1.9,2.6,5.1,1.7,7212,43.9,25.0,4276000.0
10406,Apartment,3,3,2.0,0,25,1018,4,Fully Furnished,No,Mumbai,South,Borivali,136934,1.7,0.1,2.9,2.5,27.9,19826,57.9,53.8,23874000.0
10407,Apartment,3,4,2.0,7,26,1120,5,Unfurnished,Yes,Delhi,North,Rohini,580864,1.0,0.2,10.6,4.8,2.5,10305,64.0,48.7,14986000.0
10408,Apartment,3,2,1.0,8,9,1160,3,Semi Furnished,No,Chennai,North,Adyar,953265,0.3,0.1,5.3,0.1,19.1,5573,51.8,78.9,12378000.0
